FID,IDtramMua,tenTram,capTram,viTriTram,gio,ngay,toaDoX,toaDoY,luongMua,maXa,maHuyen,ghiChu,kinhDo,viDo,day,month,year
48003,MUA48004,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",15:30,2022-11-23,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48004,MUA48005,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",15:40,2022-11-23,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48005,MUA48006,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",15:50,2022-11-23,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48006,MUA48007,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:00,2022-11-23,0,0,0.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48007,MUA48008,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:20,2022-11-23,0,0,0.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48008,MUA48009,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:30,2022-11-23,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48009,MUA48010,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:40,2022-11-23,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48010,MUA48011,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:10,2022-11-23,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48011,MUA48012,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:20,2022-11-23,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48012,MUA48013,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:30,2022-11-23,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48013,MUA48014,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:50,2022-11-23,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,23,11,2022
48014,MUA48015,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",11:20,2022-11-24,0,0,2.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,11,2022
48015,MUA48016,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",11:30,2022-11-24,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,11,2022
48016,MUA48017,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",11:40,2022-11-24,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,11,2022
48017,MUA48018,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",14:20,2022-11-25,0,0,1,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,25,11,2022
48018,MUA48019,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",14:30,2022-11-25,0,0,1.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,25,11,2022
48019,MUA48020,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",14:20,2022-11-26,0,0,1.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,26,11,2022
48020,MUA48021,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",14:30,2022-11-26,0,0,7,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,26,11,2022
48021,MUA48022,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",14:50,2022-11-26,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,26,11,2022
48022,MUA48023,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:20,2022-11-26,0,0,2.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,26,11,2022
48023,MUA48024,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:30,2022-11-26,0,0,5.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,26,11,2022
48024,MUA48025,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:00,2022-11-26,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,26,11,2022
48025,MUA48026,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:40,2022-12-02,0,0,6.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,12,2022
48026,MUA48027,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:50,2022-12-02,0,0,8.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,12,2022
48027,MUA48028,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:00,2022-12-02,0,0,4.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,12,2022
48028,MUA48029,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:10,2022-12-02,0,0,0.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,12,2022
48029,MUA48030,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:30,2022-12-02,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,12,2022
48030,MUA48031,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:50,2022-12-02,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,12,2022
48031,MUA48032,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:20,2022-12-03,0,0,9.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48032,MUA48033,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:30,2022-12-03,0,0,8.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48033,MUA48034,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:40,2022-12-03,0,0,2.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48034,MUA48035,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:50,2022-12-03,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48035,MUA48036,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:20,2022-12-03,0,0,1.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48036,MUA48037,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:30,2022-12-03,0,0,4.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48037,MUA48038,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:40,2022-12-03,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48038,MUA48039,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:50,2022-12-03,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48039,MUA48040,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",20:10,2022-12-03,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,3,12,2022
48040,MUA48041,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",0:10,2022-12-04,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,4,12,2022
48041,MUA48042,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",1:10,2022-12-04,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,4,12,2022
48042,MUA48043,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",21:10,2022-12-05,0,0,3.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,5,12,2022
48043,MUA48044,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:00,2022-12-06,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48044,MUA48045,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:10,2022-12-06,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48045,MUA48046,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:50,2022-12-06,0,0,2.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48046,MUA48047,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:00,2022-12-06,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48047,MUA48048,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:20,2022-12-06,0,0,8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48048,MUA48049,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:30,2022-12-06,0,0,4.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48049,MUA48050,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:40,2022-12-06,0,0,2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,12,2022
48050,MUA48051,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",15:30,2022-12-07,0,0,1.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,7,12,2022
48051,MUA48052,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",15:40,2022-12-07,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,7,12,2022
48052,MUA48053,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:30,2022-12-07,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,7,12,2022
48053,MUA48054,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:40,2022-12-07,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,7,12,2022
48054,MUA48055,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:00,2022-12-07,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,7,12,2022
48055,MUA48056,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:30,2022-12-09,0,0,1.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,12,2022
48056,MUA48057,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:40,2022-12-09,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,12,2022
48057,MUA48058,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:50,2022-12-09,0,0,1.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,12,2022
48058,MUA48059,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:40,2022-12-09,0,0,1.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,12,2022
48059,MUA48060,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:50,2022-12-09,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,12,2022
48060,MUA48061,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:10,2022-12-09,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,12,2022
48061,MUA48062,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",6:30,2023-01-01,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,1,1,2023
48062,MUA48063,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:50,2023-01-02,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,1,2023
48063,MUA48064,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:00,2023-01-02,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,1,2023
48064,MUA48065,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:10,2023-01-02,0,0,1.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,1,2023
48065,MUA48066,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:20,2023-01-02,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,1,2023
48066,MUA48067,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",0:00,2023-01-06,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,1,2023
48067,MUA48068,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",0:30,2023-01-06,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,1,2023
48068,MUA48069,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",1:30,2023-01-06,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,6,1,2023
48069,MUA48070,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:00,2023-01-09,0,0,0.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,1,2023
48070,MUA48071,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:10,2023-01-09,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,1,2023
48071,MUA48072,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:20,2023-01-09,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,9,1,2023
48072,MUA48073,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",4:00,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48073,MUA48074,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",4:10,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48074,MUA48075,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",4:20,2023-01-10,0,0,0.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48075,MUA48076,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",4:30,2023-01-10,0,0,1,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48076,MUA48077,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",4:40,2023-01-10,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48077,MUA48078,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",4:50,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48078,MUA48079,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",5:10,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48079,MUA48080,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",5:50,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48080,MUA48081,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",8:00,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48081,MUA48082,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",8:10,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48082,MUA48083,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",12:20,2023-01-10,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,10,1,2023
48083,MUA48084,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:30,2023-01-24,0,0,1.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48084,MUA48085,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:40,2023-01-24,0,0,3,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48085,MUA48086,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",18:50,2023-01-24,0,0,4.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48086,MUA48087,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:00,2023-01-24,0,0,1.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48087,MUA48088,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:10,2023-01-24,0,0,0.6,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48088,MUA48089,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:20,2023-01-24,0,0,1,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48089,MUA48090,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",19:30,2023-01-24,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,24,1,2023
48090,MUA48091,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:10,2023-01-27,0,0,0.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,27,1,2023
48091,MUA48092,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:50,2023-01-27,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,27,1,2023
48092,MUA48093,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:30,2023-01-27,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,27,1,2023
48093,MUA48094,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",13:50,2023-02-02,0,0,1.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,2,2023
48094,MUA48095,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:10,2023-02-02,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,2,2023
48095,MUA48096,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:20,2023-02-02,0,0,1.8,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,2,2023
48096,MUA48097,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",16:30,2023-02-02,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,2,2,2023
48097,MUA48098,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:10,2023-02-08,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,8,2,2023
48098,MUA48099,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:20,2023-02-08,0,0,12.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,8,2,2023
48099,MUA48100,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:30,2023-02-08,0,0,8.4,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,8,2,2023
48100,MUA48101,Hóc Môn, ,"UBND Thị trấn Hóc Môn, Huyện Hóc Môn",17:40,2023-02-08,0,0,0.2,27559,784,"Tổng hợp từ số liệu ĐKTTV (Thống kê mưa theo giờ các trạm đo năm 2022, 2023)",106.598219,10.88819,8,2,2023
