FID,IDtramMua,tenTram,capTram,viTriTram,gio,ngay,toaDoX,toaDoY,luongMua,maXa,maHuyen,ghiChu,kinhDo,viDo,day,month,year
3563,MUA3564,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-06,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,9,1995
3564,MUA3565,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-07,0,0,0.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,9,1995
3565,MUA3566,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-08,0,0,0.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,9,1995
3566,MUA3567,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-09,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,9,9,1995
3567,MUA3568,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-10,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,9,1995
3568,MUA3569,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-11,0,0,7.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,9,1995
3569,MUA3570,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-12,0,0,1.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,9,1995
3570,MUA3571,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-13,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,13,9,1995
3571,MUA3572,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-14,0,0,1.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,14,9,1995
3572,MUA3573,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-15,0,0,9.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,9,1995
3573,MUA3574,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-16,0,0,27.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,16,9,1995
3574,MUA3575,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-17,0,0,2.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,9,1995
3575,MUA3576,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-19,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,19,9,1995
3576,MUA3577,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-20,0,0,8.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,9,1995
3577,MUA3578,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-21,0,0,2.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,9,1995
3578,MUA3579,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-22,0,0,4.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,9,1995
3579,MUA3580,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-23,0,0,6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,9,1995
3580,MUA3581,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-26,0,0,1.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,9,1995
3581,MUA3582,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-28,0,0,3.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,9,1995
3582,MUA3583,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-29,0,0,15.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,9,1995
3583,MUA3584,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-02,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,2,10,1995
3584,MUA3585,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-03,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,3,10,1995
3585,MUA3586,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-04,0,0,1.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,4,10,1995
3586,MUA3587,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-05,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,5,10,1995
3587,MUA3588,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-06,0,0,0.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,10,1995
3588,MUA3589,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-07,0,0,8.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,10,1995
3589,MUA3590,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-08,0,0,4.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,10,1995
3590,MUA3591,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-10,0,0,24.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,10,1995
3591,MUA3592,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-11,0,0,26.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,10,1995
3592,MUA3593,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-12,0,0,21.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,10,1995
3593,MUA3594,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-15,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,10,1995
3594,MUA3595,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-17,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,10,1995
3595,MUA3596,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-18,0,0,21,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,18,10,1995
3596,MUA3597,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-21,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,10,1995
3597,MUA3598,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-22,0,0,1.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,10,1995
3598,MUA3599,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-23,0,0,17.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,10,1995
3599,MUA3600,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-24,0,0,5.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,10,1995
3600,MUA3601,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-25,0,0,1.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,10,1995
3601,MUA3602,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-28,0,0,2.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,10,1995
3602,MUA3603,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-10-30,0,0,1.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,10,1995
3603,MUA3604,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-09,0,0,2.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,9,11,1995
3604,MUA3605,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-12,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,11,1995
3605,MUA3606,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-15,0,0,3.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,11,1995
3606,MUA3607,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-16,0,0,16.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,16,11,1995
3607,MUA3608,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-17,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,11,1995
3608,MUA3609,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-22,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,11,1995
3609,MUA3610,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-23,0,0,4.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,11,1995
3610,MUA3611,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-25,0,0,2.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,11,1995
3611,MUA3612,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-26,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,11,1995
3612,MUA3613,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-28,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,11,1995
3613,MUA3614,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-29,0,0,1.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,11,1995
3614,MUA3615,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-11-30,0,0,3.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,11,1995
3615,MUA3616,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-01,0,0,4.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,1,12,1995
3616,MUA3617,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-02,0,0,1.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,2,12,1995
3617,MUA3618,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-11,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,12,1995
3618,MUA3619,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-12,0,0,0.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,12,1995
3619,MUA3620,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-13,0,0,5.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,13,12,1995
3620,MUA3621,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-15,0,0,1.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,12,1995
3621,MUA3622,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-12-20,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,12,1995
3622,MUA3623,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-01-22,0,0,6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,1,1996
3623,MUA3624,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-01-29,0,0,22.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,1,1996
3624,MUA3625,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-01-30,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,1,1996
3625,MUA3626,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-06,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,4,1996
3626,MUA3627,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-07,0,0,0.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,4,1996
3627,MUA3628,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-08,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,4,1996
3628,MUA3629,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-10,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,4,1996
3629,MUA3630,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-15,0,0,7.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,4,1996
3630,MUA3631,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-20,0,0,50.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,4,1996
3631,MUA3632,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-21,0,0,0.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,4,1996
3632,MUA3633,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-22,0,0,27.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,4,1996
3633,MUA3634,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-25,0,0,6.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,4,1996
3634,MUA3635,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-04-30,0,0,4.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,4,1996
3635,MUA3636,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-02,0,0,10.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,2,5,1996
3636,MUA3637,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-06,0,0,32.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,5,1996
3637,MUA3638,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-07,0,0,27.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,5,1996
3638,MUA3639,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-08,0,0,28.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,5,1996
3639,MUA3640,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-09,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,9,5,1996
3640,MUA3641,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-11,0,0,6.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,5,1996
3641,MUA3642,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-14,0,0,8.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,14,5,1996
3642,MUA3643,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-15,0,0,46.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,5,1996
3643,MUA3644,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-16,0,0,18.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,16,5,1996
3644,MUA3645,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-17,0,0,20.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,5,1996
3645,MUA3646,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-18,0,0,11.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,18,5,1996
3646,MUA3647,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-19,0,0,20,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,19,5,1996
3647,MUA3648,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-20,0,0,7.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,5,1996
3648,MUA3649,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-21,0,0,50.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,5,1996
3649,MUA3650,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-22,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,5,1996
3650,MUA3651,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-25,0,0,3.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,5,1996
3651,MUA3652,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-26,0,0,10.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,5,1996
3652,MUA3653,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-27,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,27,5,1996
3653,MUA3654,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-28,0,0,4.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,5,1996
3654,MUA3655,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-29,0,0,56.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,5,1996
3655,MUA3656,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-05-31,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,31,5,1996
3656,MUA3657,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-03,0,0,17.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,3,6,1996
3657,MUA3658,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-08,0,0,1.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,6,1996
3658,MUA3659,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-09,0,0,2.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,9,6,1996
3659,MUA3660,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-10,0,0,5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,6,1996
3660,MUA3661,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-11,0,0,38.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,6,1996
3661,MUA3662,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-12,0,0,10.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,6,1996
3662,MUA3663,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-13,0,0,11.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,13,6,1996
3663,MUA3664,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-14,0,0,19.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,14,6,1996
3664,MUA3665,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-16,0,0,27.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,16,6,1996
3665,MUA3666,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-17,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,6,1996
3666,MUA3667,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-18,0,0,13,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,18,6,1996
3667,MUA3668,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-19,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,19,6,1996
3668,MUA3669,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-21,0,0,2.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,6,1996
3669,MUA3670,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-22,0,0,1.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,6,1996
3670,MUA3671,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-23,0,0,1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,6,1996
3671,MUA3672,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-06-24,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,6,1996
3672,MUA3673,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-07-03,0,0,25.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,3,7,1996
3673,MUA3674,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-07-06,0,0,10,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,7,1996
3674,MUA3675,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-07-08,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,7,1996
3675,MUA3676,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-07-10,0,0,4.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,7,1996
3676,MUA3677,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1996-07-11,0,0,0.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,7,1996
